loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1632,3, Not Graduate, No,5200000,17200000,18,768,9200000,5500000,11700000,3800000, Approved
1633,3, Graduate, No,4700000,10900000,2,626,9200000,2300000,14600000,5200000, Approved
1634,4, Graduate, Yes,3200000,11500000,20,864,8700000,5000000,12100000,4100000, Approved
1635,4, Graduate, No,1200000,2600000,8,872,1600000,2100000,2700000,900000, Approved
1636,1, Not Graduate, Yes,4300000,16300000,14,792,400000,400000,10200000,4000000, Rejected
1637,4, Graduate, No,300000,1200000,18,544,700000,100000,800000,100000, Rejected
1638,5, Not Graduate, No,3900000,14900000,12,837,1100000,500000,14400000,3600000, Approved
1639,1, Graduate, No,6300000,18300000,20,430,13000000,1300000,23000000,9200000, Rejected
1640,3, Graduate, Yes,8900000,22500000,12,887,23300000,10800000,33500000,9500000, Approved
1641,0, Not Graduate, Yes,5700000,19400000,8,544,4300000,6400000,19900000,5800000, Rejected
1642,4, Not Graduate, Yes,5200000,18300000,10,355,400000,3800000,10600000,3400000, Rejected
1643,4, Graduate, No,7400000,17500000,4,540,8800000,7600000,17900000,3600000, Rejected
1644,3, Graduate, No,6200000,14900000,14,567,1200000,9100000,20800000,8800000, Approved
1645,5, Not Graduate, No,3000000,7600000,6,413,2300000,3500000,11400000,1700000, Rejected
1646,3, Graduate, No,1500000,5400000,18,687,200000,400000,4500000,1700000, Approved
1647,4, Not Graduate, No,200000,700000,10,576,500000,100000,400000,300000, Approved
1648,4, Graduate, No,5500000,11600000,12,474,1800000,2400000,20100000,5600000, Rejected
1649,2, Graduate, No,1400000,4700000,20,563,400000,2300000,2800000,1400000, Approved
1650,1, Graduate, No,2100000,4200000,12,379,2700000,2100000,8100000,2500000, Rejected
1651,3, Graduate, Yes,1000000,2500000,6,808,2900000,600000,2000000,500000, Approved
1652,2, Graduate, No,4200000,16800000,4,771,6500000,4500000,10500000,5800000, Approved
1653,2, Not Graduate, No,7500000,22400000,14,695,8100000,3900000,15300000,9400000, Approved
1654,4, Graduate, No,1200000,3300000,2,564,2200000,500000,4700000,1100000, Approved
1655,4, Graduate, Yes,6300000,14500000,10,349,3800000,12300000,16500000,5700000, Rejected
1656,4, Graduate, Yes,2700000,10400000,16,671,6100000,3700000,5600000,4000000, Approved
1657,0, Not Graduate, Yes,2800000,6300000,12,647,4100000,0,8700000,2300000, Approved
1658,3, Not Graduate, No,9000000,26700000,14,638,5300000,0,31300000,5200000, Approved
1659,5, Not Graduate, Yes,800000,2100000,12,363,1200000,1000000,3100000,900000, Rejected
1660,2, Not Graduate, Yes,7900000,22500000,6,571,8100000,5300000,17900000,8100000, Approved
1661,3, Graduate, Yes,9500000,25700000,18,446,16900000,13600000,29300000,10100000, Rejected
1662,3, Not Graduate, Yes,5800000,14100000,12,738,11700000,4400000,15400000,8400000, Approved
1663,0, Graduate, No,9100000,21100000,20,578,5900000,6200000,33700000,5600000, Approved
1664,4, Graduate, Yes,6600000,18800000,10,353,16500000,9500000,20000000,6200000, Rejected
1665,1, Graduate, No,7400000,26600000,18,505,2200000,2400000,22400000,3900000, Rejected
1666,2, Not Graduate, Yes,9800000,34600000,16,754,12400000,14900000,34700000,6100000, Approved
1667,3, Graduate, Yes,8600000,21800000,20,641,5300000,8800000,24000000,9100000, Approved
1668,0, Not Graduate, Yes,9400000,35500000,16,592,9300000,11800000,30500000,5800000, Approved
1669,3, Graduate, Yes,4800000,14200000,12,547,10400000,700000,9800000,2400000, Rejected
1670,4, Not Graduate, No,4400000,9800000,18,732,2400000,2400000,15100000,4400000, Approved
1671,1, Graduate, Yes,5400000,19300000,12,784,5000000,1800000,20300000,6500000, Approved
1672,5, Not Graduate, Yes,8400000,31900000,10,605,18900000,10300000,22000000,9100000, Approved
1673,1, Graduate, Yes,5400000,19500000,18,688,12100000,800000,17000000,3500000, Approved
1674,3, Not Graduate, Yes,9400000,32100000,10,617,22700000,5800000,29400000,11400000, Approved
1675,0, Not Graduate, Yes,800000,2400000,4,518,500000,800000,2800000,500000, Approved
1676,2, Not Graduate, Yes,6800000,15500000,12,338,9900000,1200000,21800000,8500000, Rejected
1677,5, Not Graduate, No,5200000,11700000,6,658,8100000,5100000,11400000,5600000, Approved
1678,3, Graduate, Yes,1500000,4100000,14,611,600000,2000000,4800000,2100000, Approved
1679,5, Not Graduate, No,300000,500000,8,396,400000,300000,1200000,200000, Rejected
1680,1, Graduate, No,800000,2300000,10,770,900000,900000,2900000,1100000, Approved
1681,2, Graduate, No,2300000,8800000,18,336,1800000,800000,5200000,1500000, Rejected
1682,1, Not Graduate, No,4800000,14300000,4,489,12400000,7900000,17700000,3600000, Rejected
1683,1, Graduate, No,1600000,4600000,12,415,800000,600000,3900000,1500000, Rejected
1684,4, Graduate, Yes,1800000,4600000,14,453,1700000,2400000,4700000,1600000, Rejected
1685,4, Not Graduate, Yes,800000,2100000,6,353,700000,300000,2900000,1200000, Rejected
1686,0, Not Graduate, Yes,7700000,16900000,14,473,22100000,4000000,29000000,6400000, Rejected
1687,5, Graduate, Yes,7200000,21300000,2,801,9900000,1700000,20400000,7200000, Approved
1688,4, Graduate, No,1000000,2300000,16,543,200000,100000,2000000,1000000, Rejected
1689,1, Graduate, No,6300000,17200000,12,714,10100000,4200000,24700000,8500000, Approved
1690,3, Graduate, No,1900000,4100000,12,830,4600000,1100000,5300000,2100000, Approved
1691,0, Graduate, Yes,4600000,12000000,12,493,4500000,700000,16200000,3600000, Rejected
1692,2, Graduate, Yes,9400000,22700000,14,505,4000000,16900000,24700000,11500000, Rejected
1693,5, Graduate, Yes,1900000,6700000,2,622,4200000,200000,3900000,1700000, Approved
1694,4, Graduate, Yes,4400000,16400000,6,513,5400000,7500000,13100000,5700000, Rejected
1695,4, Not Graduate, Yes,1200000,4100000,16,585,900000,900000,2300000,900000, Approved
1696,0, Graduate, No,3100000,10400000,18,622,1300000,5000000,7200000,1600000, Approved
1697,0, Not Graduate, No,2100000,4700000,2,459,4000000,1300000,8100000,1200000, Rejected
1698,4, Graduate, No,9400000,33300000,18,369,20600000,5600000,32200000,7200000, Rejected
1699,3, Not Graduate, Yes,4100000,13300000,10,670,1900000,5500000,13200000,6100000, Approved
1700,4, Not Graduate, Yes,1200000,2800000,6,366,3300000,300000,4200000,1400000, Rejected
1701,5, Not Graduate, No,7900000,27800000,16,857,23300000,12500000,17200000,10600000, Approved
1702,0, Not Graduate, No,2200000,8800000,4,437,1600000,2300000,8300000,2000000, Approved
1703,4, Graduate, No,5100000,15500000,8,392,6700000,8100000,13600000,6700000, Rejected
1704,2, Not Graduate, Yes,3900000,7700000,10,421,9700000,7500000,14100000,2100000, Rejected
1705,5, Graduate, No,200000,400000,6,722,300000,300000,400000,100000, Approved
1706,1, Graduate, No,2100000,8100000,6,817,4600000,2900000,4900000,2900000, Approved
1707,4, Not Graduate, No,3900000,10800000,20,433,4700000,1600000,14500000,2300000, Rejected
1708,1, Graduate, Yes,5200000,16300000,6,524,11000000,3400000,20700000,4600000, Rejected
1709,3, Not Graduate, Yes,7800000,24400000,20,490,6700000,5100000,17700000,4100000, Rejected
1710,3, Not Graduate, Yes,5400000,14300000,4,595,4100000,2800000,19300000,4900000, Approved
1711,4, Graduate, No,7100000,28300000,6,850,5600000,7100000,26000000,9700000, Approved
1712,1, Graduate, Yes,6800000,17600000,14,344,5500000,5600000,18100000,7700000, Rejected
1713,5, Graduate, Yes,1600000,4100000,2,748,1400000,1000000,4200000,1000000, Approved
1714,1, Not Graduate, Yes,2700000,5400000,6,413,4800000,1500000,6100000,2600000, Rejected
1715,3, Graduate, No,1300000,2900000,8,733,3800000,1900000,3800000,1800000, Approved
1716,3, Graduate, No,3400000,10900000,14,757,5400000,1600000,7700000,3000000, Approved
1717,5, Graduate, Yes,2400000,6800000,8,464,1900000,1300000,9500000,1900000, Rejected
1718,4, Graduate, No,700000,2200000,6,680,300000,200000,2500000,300000, Approved
1719,1, Not Graduate, No,6900000,20900000,4,574,3200000,1800000,25000000,5200000, Approved
1720,5, Graduate, Yes,300000,800000,18,774,400000,200000,900000,400000, Approved
1721,1, Not Graduate, No,4300000,16400000,20,397,6700000,6200000,10200000,5700000, Rejected
1722,4, Graduate, No,5800000,13500000,14,816,13800000,9300000,20400000,7900000, Approved
1723,2, Graduate, Yes,3300000,6700000,8,845,1300000,4600000,12300000,3200000, Approved
1724,1, Not Graduate, No,4200000,10700000,6,466,7400000,7000000,14000000,4700000, Rejected
1725,5, Not Graduate, Yes,4400000,15200000,6,446,9500000,2200000,16700000,5800000, Rejected
1726,2, Graduate, Yes,6900000,25300000,4,763,9000000,3600000,21300000,5500000, Approved
1727,5, Not Graduate, Yes,5100000,13700000,14,527,12100000,8900000,19400000,4700000, Rejected
1728,3, Not Graduate, Yes,9200000,28900000,8,538,13900000,8300000,32400000,4900000, Rejected
1729,5, Graduate, Yes,4800000,16300000,4,523,8800000,2300000,10000000,2800000, Approved
1730,4, Not Graduate, No,2800000,8300000,14,381,3200000,1100000,9100000,1500000, Rejected
1731,1, Graduate, Yes,3400000,7000000,4,534,3100000,1600000,13000000,4000000, Rejected
1732,1, Not Graduate, No,4100000,11100000,6,405,12000000,2900000,9000000,5900000, Rejected
1733,0, Graduate, No,5200000,13400000,2,505,12000000,7900000,20400000,6200000, Rejected
1734,3, Graduate, Yes,6700000,16400000,2,508,4400000,10900000,25300000,9200000, Rejected
1735,0, Not Graduate, No,6000000,22000000,12,826,1400000,2000000,14100000,7000000, Approved
1736,5, Not Graduate, Yes,6500000,18900000,12,427,5100000,1900000,18200000,7800000, Rejected
1737,5, Not Graduate, No,3100000,12300000,18,805,4900000,1900000,6100000,2800000, Approved
1738,1, Not Graduate, Yes,6300000,23900000,10,844,16300000,4900000,16800000,4500000, Approved
1739,1, Not Graduate, No,8100000,21900000,6,884,15100000,5400000,27500000,6600000, Approved
1740,1, Not Graduate, No,1100000,3700000,2,508,200000,0,2200000,1300000, Approved
1741,1, Graduate, Yes,1600000,5300000,4,713,1400000,1400000,4900000,1300000, Approved
1742,1, Graduate, No,3000000,9400000,4,622,600000,3500000,9600000,2000000, Approved
1743,5, Not Graduate, Yes,6800000,19000000,8,865,9500000,7200000,25000000,6300000, Approved
1744,0, Graduate, Yes,1200000,4200000,4,768,2800000,2200000,2800000,1500000, Approved
1745,4, Graduate, No,6900000,20800000,4,839,2600000,2400000,16100000,7400000, Approved
1746,3, Not Graduate, Yes,1800000,5700000,14,670,5300000,3100000,3500000,2700000, Approved
1747,5, Not Graduate, Yes,8200000,20900000,14,726,11400000,4800000,26000000,8400000, Approved
1748,1, Graduate, Yes,7000000,16000000,4,554,13000000,8600000,26600000,7900000, Approved
1749,1, Not Graduate, Yes,2200000,5200000,8,420,2900000,100000,5000000,2300000, Rejected
1750,0, Graduate, No,6500000,20200000,16,842,8300000,12200000,14300000,9600000, Approved
1751,0, Graduate, Yes,7400000,15200000,12,600,6200000,8500000,18800000,4100000, Approved
1752,3, Not Graduate, No,9100000,25600000,12,688,8900000,16300000,27900000,11100000, Approved
1753,0, Not Graduate, No,800000,2300000,16,739,1800000,600000,2000000,400000, Approved
1754,1, Graduate, Yes,800000,2800000,10,798,1300000,1300000,2500000,400000, Approved
1755,5, Graduate, Yes,4200000,8700000,6,583,6000000,800000,8500000,2500000, Approved
1756,3, Not Graduate, Yes,8300000,25900000,8,696,14400000,12200000,23500000,7100000, Approved
1757,3, Not Graduate, Yes,5400000,16800000,16,550,10700000,6400000,13400000,7000000, Approved
1758,4, Graduate, No,9700000,36400000,4,772,13800000,11300000,38100000,13500000, Approved
1759,0, Graduate, Yes,9400000,29900000,12,302,12300000,1500000,35700000,8200000, Rejected
1760,3, Graduate, Yes,3200000,9100000,18,376,4500000,800000,9000000,1700000, Rejected
1761,2, Not Graduate, No,7000000,24200000,6,892,20600000,500000,21400000,9200000, Approved
1762,3, Not Graduate, No,3200000,11500000,16,492,4800000,2300000,10400000,3200000, Rejected
1763,5, Graduate, No,7900000,17700000,2,559,19700000,2800000,28900000,5400000, Approved
1764,5, Not Graduate, No,6800000,18000000,12,690,17800000,11800000,25000000,9300000, Approved
1765,5, Graduate, Yes,9000000,31400000,2,677,12000000,10800000,20700000,8700000, Approved
1766,1, Graduate, No,4700000,15700000,4,468,13300000,5100000,16200000,3600000, Approved
1767,4, Not Graduate, Yes,8800000,22200000,10,512,6800000,4000000,31900000,9900000, Rejected
1768,3, Not Graduate, Yes,8700000,27200000,18,454,9100000,9300000,30900000,12000000, Rejected
1769,5, Not Graduate, No,5000000,12400000,14,315,7400000,8600000,17000000,4000000, Rejected
1770,0, Not Graduate, Yes,6000000,22700000,10,480,200000,11900000,13700000,8700000, Rejected
1771,2, Graduate, Yes,9100000,24200000,16,685,25600000,1900000,31100000,9100000, Approved
1772,1, Not Graduate, Yes,8300000,28400000,16,704,1400000,11700000,16900000,11400000, Approved
1773,1, Graduate, Yes,7600000,23900000,12,692,500000,12200000,27000000,5000000, Approved
1774,5, Graduate, Yes,1000000,3500000,18,882,900000,500000,2900000,600000, Approved
1775,5, Graduate, Yes,9900000,25900000,4,860,7800000,200000,38000000,5400000, Approved
1776,0, Not Graduate, Yes,9600000,23800000,12,788,9900000,14400000,21200000,10400000, Approved
1777,3, Graduate, Yes,4100000,12700000,10,465,6400000,1900000,14100000,3200000, Rejected
1778,2, Graduate, No,2900000,10200000,4,789,1200000,4100000,6100000,3600000, Approved
1779,3, Graduate, Yes,7500000,17900000,2,680,7000000,11800000,25000000,6300000, Approved
1780,1, Graduate, Yes,6900000,22300000,16,673,17400000,100000,21300000,9000000, Approved
1781,0, Not Graduate, No,4800000,18800000,16,551,7900000,9400000,17300000,5500000, Approved
1782,1, Not Graduate, No,1200000,4500000,4,439,3200000,1800000,2900000,1200000, Approved
1783,4, Graduate, Yes,3200000,10700000,4,450,7300000,3000000,8200000,1800000, Approved
1784,0, Not Graduate, No,1300000,4900000,12,555,2400000,1200000,4100000,1700000, Approved
1785,1, Not Graduate, No,9900000,20700000,20,821,12700000,8200000,38100000,11100000, Approved
1786,4, Graduate, Yes,8200000,24000000,20,831,23000000,3000000,24800000,5400000, Approved
1787,5, Not Graduate, No,4200000,12600000,18,571,8900000,3200000,11700000,6200000, Approved
1788,2, Not Graduate, Yes,1300000,4900000,8,582,2100000,1800000,3400000,1700000, Approved
1789,1, Not Graduate, Yes,4600000,13600000,18,487,11200000,8500000,15500000,5400000, Rejected
1790,2, Graduate, Yes,8300000,30100000,16,636,5200000,5100000,33100000,7200000, Approved
1791,3, Not Graduate, No,8800000,24900000,16,668,16700000,17200000,30000000,10500000, Approved
1792,1, Graduate, No,6500000,23400000,2,672,5000000,10400000,16700000,7600000, Approved
1793,0, Not Graduate, Yes,2000000,6000000,14,393,1500000,1400000,5900000,2900000, Rejected
1794,0, Graduate, Yes,5300000,17600000,4,790,2000000,10200000,19700000,7700000, Approved
1795,2, Not Graduate, Yes,5000000,19500000,14,775,3100000,4700000,9900000,6500000, Approved
1796,5, Graduate, No,1800000,6000000,4,548,1400000,2400000,6500000,2600000, Approved
1797,0, Not Graduate, No,7300000,28200000,16,486,15300000,8800000,16400000,7700000, Rejected
1798,4, Graduate, No,3200000,11600000,6,635,3300000,4600000,6500000,3900000, Approved
1799,5, Graduate, No,5200000,20700000,2,538,3200000,2000000,14600000,3600000, Approved
1800,4, Graduate, Yes,1400000,4800000,6,411,1400000,300000,4400000,1600000, Rejected
1801,4, Not Graduate, No,2700000,10700000,6,857,7400000,4200000,8200000,2800000, Approved
1802,0, Graduate, Yes,6700000,14900000,16,638,3300000,6900000,22300000,8100000, Approved
1803,2, Not Graduate, Yes,2500000,7200000,16,454,4200000,1000000,7100000,2100000, Rejected
1804,3, Graduate, Yes,3200000,7400000,2,543,3600000,4500000,11200000,4600000, Rejected
1805,4, Not Graduate, Yes,3000000,10900000,2,786,7600000,3300000,8000000,3200000, Approved
1806,2, Not Graduate, Yes,400000,1300000,2,885,200000,300000,1100000,500000, Approved
1807,2, Not Graduate, No,7000000,22400000,6,649,12200000,9900000,17800000,8900000, Approved
1808,2, Not Graduate, No,8900000,23100000,4,519,22800000,500000,25200000,4700000, Rejected
1809,5, Not Graduate, Yes,7100000,21500000,4,557,8900000,8000000,26400000,4000000, Approved
1810,4, Graduate, Yes,8200000,19000000,6,334,24500000,6800000,28600000,10200000, Rejected
1811,5, Not Graduate, Yes,600000,1700000,20,879,1100000,100000,2300000,700000, Approved
1812,3, Not Graduate, Yes,4000000,11600000,6,539,5900000,2600000,12100000,4700000, Rejected
1813,3, Not Graduate, Yes,700000,2000000,18,544,800000,1300000,1500000,400000, Rejected
1814,1, Graduate, Yes,2000000,5600000,14,569,5000000,1100000,7900000,1600000, Approved
1815,5, Not Graduate, Yes,4000000,15500000,12,517,0,600000,12100000,3500000, Rejected
1816,3, Graduate, Yes,1500000,5800000,18,420,800000,1900000,4100000,1400000, Rejected
1817,2, Not Graduate, Yes,5200000,12900000,18,644,400000,5000000,12000000,7500000, Approved
1818,2, Graduate, No,5400000,14500000,8,349,10800000,4800000,21100000,6600000, Rejected
1819,3, Graduate, No,7700000,25300000,18,662,3400000,11400000,19100000,9900000, Approved
1820,0, Not Graduate, Yes,1900000,6400000,20,704,900000,3400000,5300000,1900000, Approved
1821,3, Graduate, Yes,5800000,23000000,16,361,6000000,10100000,23000000,2800000, Rejected
1822,4, Graduate, No,4800000,18600000,14,774,10800000,5800000,12700000,6500000, Approved
1823,0, Not Graduate, Yes,200000,700000,20,724,600000,0,500000,300000, Approved
1824,0, Graduate, Yes,6100000,19200000,6,890,13900000,5900000,16700000,7600000, Approved
1825,0, Not Graduate, Yes,2000000,4600000,16,651,2100000,2400000,7200000,1600000, Approved
1826,4, Graduate, Yes,900000,2800000,2,660,1200000,1400000,2400000,900000, Approved
1827,4, Not Graduate, No,1300000,3500000,12,512,3300000,1400000,3200000,700000, Rejected
1828,2, Graduate, Yes,3300000,11100000,20,823,4600000,1500000,11700000,2900000, Approved
1829,2, Not Graduate, Yes,8700000,28400000,12,880,8000000,1800000,19400000,4400000, Approved
1830,1, Not Graduate, Yes,800000,2600000,2,439,600000,0,1800000,400000, Approved
1831,3, Not Graduate, No,6900000,18500000,6,360,14000000,0,18800000,9600000, Rejected
1832,1, Graduate, Yes,8800000,33700000,14,561,10200000,7100000,25700000,11900000, Approved
1833,2, Graduate, Yes,8600000,32500000,4,758,20900000,600000,18000000,6900000, Approved
1834,3, Graduate, No,9800000,21000000,12,342,25400000,16600000,26900000,7000000, Rejected
1835,4, Graduate, No,3300000,10800000,4,552,4200000,900000,8600000,3300000, Approved
1836,0, Not Graduate, No,300000,500000,18,376,300000,0,800000,300000, Rejected
1837,0, Graduate, No,1500000,4300000,12,801,4400000,2200000,3300000,1100000, Approved
1838,3, Not Graduate, Yes,5400000,16300000,4,512,1600000,3400000,13100000,6000000, Approved
1839,3, Not Graduate, Yes,8500000,26100000,2,683,6600000,10400000,24100000,5700000, Approved
1840,0, Not Graduate, No,5700000,13000000,6,328,7800000,7500000,20700000,8200000, Rejected
1841,2, Not Graduate, No,8200000,30600000,10,343,9800000,11500000,16900000,7000000, Rejected
1842,0, Graduate, Yes,9000000,27800000,8,712,900000,6700000,24400000,5800000, Approved
1843,3, Not Graduate, No,3900000,11900000,6,607,6600000,6000000,8800000,2000000, Approved
1844,4, Not Graduate, Yes,2300000,7700000,16,589,6000000,4400000,6300000,2300000, Approved
1845,4, Not Graduate, No,800000,2800000,12,453,1500000,300000,2900000,600000, Rejected
1846,4, Not Graduate, Yes,8400000,19700000,14,889,22400000,5800000,22000000,12100000, Approved
1847,1, Graduate, Yes,4300000,17200000,4,564,10400000,6600000,11500000,2200000, Approved
1848,1, Not Graduate, Yes,300000,900000,20,419,800000,0,600000,300000, Rejected
1849,2, Graduate, No,600000,1300000,12,475,100000,1100000,2300000,600000, Rejected
1850,4, Not Graduate, Yes,2500000,5100000,20,695,1100000,4100000,6700000,3500000, Approved
1851,2, Not Graduate, No,2500000,9600000,4,636,900000,1000000,7300000,2000000, Approved
1852,5, Graduate, Yes,4500000,17100000,2,639,10600000,7500000,12000000,6500000, Approved
1853,3, Not Graduate, No,300000,600000,6,896,300000,400000,600000,400000, Approved
1854,5, Not Graduate, Yes,7100000,21800000,18,891,7000000,0,18900000,4700000, Approved
1855,2, Not Graduate, Yes,600000,1700000,2,495,1700000,200000,1200000,500000, Rejected
1856,4, Not Graduate, No,7600000,20800000,12,775,1900000,13600000,19200000,6400000, Approved
1857,3, Graduate, Yes,5600000,12700000,12,395,8200000,9300000,22000000,6400000, Rejected
1858,2, Not Graduate, Yes,7900000,16100000,18,318,17300000,2900000,29900000,9300000, Rejected
1859,3, Not Graduate, Yes,5600000,20900000,14,649,4000000,10700000,13000000,8200000, Approved
1860,3, Not Graduate, No,1200000,3100000,10,438,1500000,2200000,3900000,1000000, Rejected
1861,5, Graduate, No,6900000,19700000,6,588,9800000,7500000,17100000,7300000, Approved
1862,4, Not Graduate, No,6700000,25300000,12,555,16900000,3600000,23500000,4900000, Approved
1863,4, Graduate, No,1300000,4600000,10,312,1800000,600000,3100000,800000, Rejected
1864,2, Not Graduate, Yes,2100000,4500000,18,591,2500000,500000,5500000,1500000, Approved
1865,2, Graduate, No,3700000,13400000,16,393,6400000,600000,14200000,3500000, Rejected
1866,5, Graduate, Yes,2400000,6900000,20,725,1700000,400000,8800000,2400000, Approved
1867,1, Not Graduate, Yes,8100000,27600000,16,438,1000000,10500000,32200000,8000000, Rejected
1868,0, Not Graduate, Yes,1600000,5300000,4,733,400000,2100000,5500000,1100000, Approved
1869,0, Not Graduate, No,3700000,10600000,20,484,5800000,1300000,13900000,3500000, Rejected
1870,4, Graduate, No,2200000,7800000,20,633,0,3900000,8400000,1900000, Approved
1871,1, Not Graduate, Yes,8400000,30900000,8,378,18600000,1000000,25900000,11100000, Rejected
1872,1, Not Graduate, No,2100000,5300000,20,461,1500000,3800000,8100000,1700000, Rejected
1873,3, Graduate, Yes,1700000,5800000,10,524,4100000,2900000,6600000,800000, Rejected
1874,3, Graduate, No,6100000,20700000,4,816,14900000,5400000,24200000,5900000, Approved
1875,2, Graduate, Yes,5600000,19100000,8,350,2700000,1200000,14200000,4200000, Rejected
1876,5, Not Graduate, No,2400000,5100000,6,756,1500000,200000,5300000,3400000, Approved
1877,1, Not Graduate, No,3500000,12700000,4,350,5200000,6800000,12900000,1800000, Approved
1878,0, Graduate, No,5200000,12200000,16,783,5000000,2000000,11400000,5100000, Approved
1879,2, Not Graduate, No,8400000,28300000,10,822,1800000,16000000,33000000,4400000, Approved
1880,2, Graduate, No,3300000,13000000,16,300,5500000,5900000,7400000,3100000, Rejected
1881,5, Not Graduate, Yes,8000000,29100000,4,658,10600000,8600000,28800000,4600000, Approved
1882,1, Graduate, No,9400000,26700000,10,343,7600000,2500000,28600000,13200000, Rejected
1883,5, Graduate, No,2100000,7300000,18,358,3700000,3200000,7200000,2200000, Rejected
1884,4, Graduate, Yes,5400000,11500000,20,705,14600000,3800000,13500000,6100000, Approved
1885,2, Graduate, Yes,4700000,15100000,8,799,9700000,2500000,10700000,4700000, Approved
1886,0, Graduate, Yes,7200000,21900000,4,446,17700000,10900000,24500000,7600000, Approved
1887,4, Graduate, Yes,5500000,15100000,18,673,10500000,8000000,13900000,7200000, Approved
1888,4, Not Graduate, Yes,9200000,29100000,10,731,14500000,8300000,35800000,5000000, Approved
1889,5, Graduate, Yes,5700000,11500000,2,732,15800000,3700000,15600000,5300000, Approved
1890,4, Not Graduate, No,2300000,5500000,6,343,-100000,4100000,4800000,3200000, Rejected
1891,2, Graduate, No,2000000,6200000,16,696,4100000,600000,5400000,1300000, Approved
1892,3, Graduate, Yes,6400000,15800000,18,628,6900000,2700000,24800000,5300000, Approved
1893,0, Not Graduate, Yes,8200000,19100000,2,764,22900000,8900000,20500000,4000000, Approved
1894,1, Not Graduate, No,8900000,20000000,2,653,12700000,600000,17800000,9900000, Approved
1895,2, Not Graduate, Yes,6100000,12300000,18,697,14100000,9100000,12600000,3500000, Approved
1896,2, Not Graduate, No,8400000,24500000,6,588,11000000,1300000,22900000,10400000, Approved
1897,5, Graduate, No,4100000,11000000,14,379,6200000,1700000,8500000,5400000, Rejected
1898,1, Not Graduate, No,300000,700000,10,745,0,0,900000,100000, Approved
1899,3, Graduate, No,9600000,34500000,20,523,26100000,2600000,24300000,5300000, Rejected
1900,3, Graduate, Yes,4100000,8300000,16,351,6000000,100000,11100000,2200000, Rejected
1901,3, Not Graduate, No,3700000,13400000,18,373,2800000,100000,13200000,2500000, Rejected
1902,4, Graduate, No,8100000,28100000,12,672,5600000,9200000,17200000,9500000, Approved
1903,2, Graduate, Yes,2700000,9500000,10,434,2700000,1500000,8100000,1800000, Rejected
1904,2, Not Graduate, Yes,7000000,21400000,12,541,3700000,1300000,19800000,9600000, Rejected
1905,0, Not Graduate, Yes,2600000,6000000,8,382,1700000,2200000,8200000,1600000, Rejected
1906,5, Not Graduate, No,5400000,21100000,12,661,15800000,10400000,20100000,5400000, Approved
1907,3, Graduate, Yes,600000,1700000,4,576,400000,100000,2100000,500000, Approved
1908,4, Graduate, Yes,1900000,4800000,12,656,1500000,1600000,5400000,1700000, Approved
1909,3, Graduate, No,7800000,16600000,20,896,12400000,10800000,30500000,5500000, Approved
1910,2, Graduate, No,9000000,35700000,12,339,15200000,8400000,19500000,9000000, Rejected
1911,1, Not Graduate, No,9600000,32400000,20,447,15400000,18400000,19800000,4700000, Rejected
1912,5, Not Graduate, Yes,1000000,2400000,18,613,1600000,1300000,2600000,600000, Approved
1913,5, Graduate, No,2800000,7200000,16,424,900000,5000000,6100000,3200000, Rejected
1914,4, Not Graduate, Yes,6900000,18300000,18,715,8200000,600000,15000000,7500000, Approved
1915,5, Not Graduate, Yes,3800000,9100000,18,654,9000000,4000000,10200000,3000000, Approved
1916,2, Not Graduate, No,8000000,17800000,20,549,2400000,9700000,27400000,10800000, Rejected
1917,4, Graduate, Yes,9800000,29700000,4,373,11100000,5500000,37800000,10000000, Approved
1918,3, Not Graduate, No,4600000,17900000,8,396,10700000,4000000,12300000,2600000, Rejected
1919,5, Graduate, No,9000000,21300000,14,602,3400000,7700000,35400000,11000000, Approved
1920,0, Not Graduate, No,1300000,3400000,10,464,1200000,200000,3500000,1400000, Rejected
1921,5, Graduate, No,9200000,34800000,12,802,22000000,11000000,19800000,12500000, Approved
1922,2, Graduate, No,7000000,23900000,18,628,13400000,6600000,25200000,7200000, Approved
1923,1, Not Graduate, Yes,3200000,9300000,20,741,3800000,3500000,6900000,2300000, Approved
1924,1, Graduate, No,5600000,11700000,10,774,11000000,4300000,13100000,6500000, Approved
1925,0, Graduate, Yes,3000000,9600000,6,644,3900000,700000,10500000,3000000, Approved
1926,4, Graduate, Yes,6000000,12900000,14,723,700000,1600000,13600000,4100000, Approved
1927,5, Graduate, Yes,600000,1500000,12,509,1600000,100000,1900000,800000, Rejected
1928,2, Not Graduate, Yes,1700000,3500000,10,854,5000000,2400000,3400000,1700000, Approved
1929,0, Not Graduate, Yes,2600000,7600000,18,470,700000,700000,5500000,2900000, Rejected
1930,1, Graduate, No,1600000,3500000,18,619,3200000,100000,6300000,1500000, Approved
1931,0, Graduate, Yes,4300000,12800000,20,572,8600000,2200000,11000000,6100000, Approved
1932,0, Not Graduate, No,8000000,18000000,16,791,13900000,10300000,23400000,10600000, Approved
1933,5, Graduate, No,4500000,10200000,12,726,2900000,8600000,17500000,4200000, Approved
1934,1, Graduate, No,3400000,9900000,2,736,3900000,4800000,10600000,4500000, Approved
1935,2, Not Graduate, Yes,2600000,7600000,10,400,6800000,2800000,10100000,3200000, Rejected
